pet1_breed,pet1_size,pet1_energy,pet1_temperament,pet1_age,pet1_social,pet1_weight,pet2_breed,pet2_size,pet2_energy,pet2_temperament,pet2_age,pet2_social,pet2_weight,compatibility_score
Chihuahua,small,medium,nervous,12,0.492095641186606,13,German Shepherd,large,high,protective,13,0.6116027912178524,95,0.5202564786036739
Golden Retriever,large,high,friendly,3,0.9824479230906117,60,German Shepherd,large,high,protective,7,0.5128993296182058,85,0.9396756998813993
Bulldog,medium,low,calm,11,0.7884564754431092,54,Pomeranian,small,high,bold,1,0.44991616015218233,9,0.31143818107163196
Labrador,large,high,friendly,1,0.8213869722338405,65,Boxer,large,medium,playful,14,0.7998718295372459,88,0.8003251822616316
Golden Retriever,large,high,friendly,6,0.8817193649749688,77,Husky,large,medium,energetic,6,0.7210793638764281,97,1.0
Beagle,medium,high,friendly,3,0.8330275310651042,42,Golden Retriever,large,high,friendly,13,0.8419338703840206,83,1.0
Border Collie,medium,high,intelligent,9,0.6899657650539244,32,Bulldog,medium,low,calm,5,0.7170324504587019,35,0.5862833326001168
Rottweiler,large,medium,protective,2,0.5241493199419823,86,Bulldog,medium,low,calm,11,0.9793544148018529,42,0.48124396774267886
Corgi,small,medium,friendly,5,0.7878735046581616,8,Pomeranian,small,medium,bold,14,0.4495944640849819,5,0.8744395631705413
Bulldog,medium,low,calm,4,0.7180684698869962,39,Chihuahua,small,medium,nervous,11,0.41847634853774196,14,0.641756974208811
Corgi,small,medium,friendly,2,0.4843934065276465,13,Boxer,large,medium,playful,2,0.7829592098633212,74,0.6301053327002919
Corgi,small,medium,friendly,14,0.992666086347793,11,Golden Retriever,large,high,friendly,3,1.0,68,0.669881426002517
Shih Tzu,small,high,calm,14,0.7491784470573714,12,Border Collie,medium,low,intelligent,11,0.557341369763522,57,0.40288070197031045
Dachshund,small,medium,stubborn,3,0.5014313936265374,13,Husky,large,high,energetic,3,0.6775307169591369,94,0.5521956440185576
German Shepherd,large,medium,protective,11,0.5602237147886093,70,Shih Tzu,small,low,calm,5,0.6802002942623409,13,0.4957835616230605
Poodle,medium,medium,intelligent,1,0.7871543538265009,32,Boxer,large,high,playful,5,0.7635786076218045,87,0.6845034146077659
Boxer,large,high,playful,14,0.6492252523555245,93,Dachshund,small,medium,stubborn,10,0.506645259748578,14,0.4157388986472875
Golden Retriever,large,medium,friendly,4,0.8861074181792905,70,Bulldog,medium,low,calm,3,0.7955997310094697,28,0.8777931745805942
Golden Retriever,large,medium,friendly,10,0.8543995025774541,62,Shih Tzu,small,low,calm,6,0.4355105788273166,5,0.4477471694856523
Boxer,large,low,playful,11,0.688862832604591,98,Border Collie,medium,high,intelligent,3,0.7707520798400874,40,0.31322750188002874
German Shepherd,large,high,protective,8,0.5687881092944246,64,Dachshund,small,medium,stubborn,2,0.4786050969928628,18,0.36203651230803524
German Shepherd,large,high,protective,11,0.620812518179421,99,Poodle,medium,medium,intelligent,11,0.8859945375112726,37,0.7767260564964612
Dachshund,small,medium,stubborn,3,0.5899285102133293,23,Poodle,medium,medium,intelligent,12,0.7844838147772072,41,0.683151213530324
Chihuahua,small,medium,nervous,4,0.4039022060181634,15,Husky,large,high,energetic,5,0.7460514155674859,77,0.3074401596067933
Dachshund,small,medium,stubborn,12,0.552811501773415,23,Husky,large,medium,energetic,14,0.6467960844595967,71,0.6272091357238971
German Shepherd,large,high,protective,7,0.5295057880475733,70,Shih Tzu,small,low,calm,12,0.6389390367036345,8,0.15902048363720125
Golden Retriever,large,high,friendly,7,0.850553395528096,63,Border Collie,medium,high,intelligent,9,0.627326307526786,40,0.8719805067556898
Rottweiler,large,medium,protective,6,0.3648271815909597,87,Rottweiler,large,medium,protective,12,0.2853798822514809,89,0.7205321462881744
Dachshund,small,low,stubborn,5,0.42044967234605213,11,Pomeranian,small,medium,bold,6,0.48066681686714047,5,0.7163368140070966
Rottweiler,large,medium,protective,3,0.5404231175888805,71,Rottweiler,large,medium,protective,3,0.49725505433775125,64,0.9987973078676515
Poodle,medium,medium,intelligent,8,0.688628430597449,58,Boxer,large,high,playful,14,0.7631296453022751,88,0.638543110585176
Bulldog,medium,low,calm,11,0.7796508783631422,53,Poodle,medium,medium,intelligent,1,0.714108649120947,41,0.6505202418531654
Poodle,medium,medium,intelligent,10,0.6261673189767671,31,Golden Retriever,large,medium,friendly,11,0.9947107841602165,88,0.9999938639001903
German Shepherd,large,low,protective,13,0.49534946988278056,78,Labrador,large,medium,friendly,10,0.8075003876732443,91,0.8589925087246799
Rottweiler,large,medium,protective,8,0.45838409667597124,64,German Shepherd,large,high,protective,8,0.5187804129186601,61,0.724369645363306
Golden Retriever,large,high,friendly,8,0.8383744741646871,88,Boxer,large,high,playful,1,0.7773957972803962,81,1.0
Labrador,large,medium,friendly,6,0.720027396639981,72,Rottweiler,large,medium,protective,4,0.3939864082275454,68,0.98462177336707
Chihuahua,small,medium,nervous,10,0.5972003149676048,24,Golden Retriever,large,high,friendly,4,0.7662139020309715,96,0.34649312636042356
Chihuahua,small,medium,nervous,8,0.4061548606113404,7,Pomeranian,small,medium,bold,13,0.429371816560549,24,0.7306679390543358
Corgi,small,high,friendly,7,0.5311761441380168,19,Poodle,medium,medium,intelligent,4,0.591135383132956,56,0.7512003635638773
Dachshund,small,medium,stubborn,4,0.5062050421917188,23,Golden Retriever,large,medium,friendly,12,1.0,99,0.5102462937429073
Beagle,medium,high,friendly,13,0.7211168792959273,41,Poodle,medium,high,intelligent,1,0.6215826107567449,56,0.8331965054652112
Border Collie,medium,high,intelligent,11,0.6267359907295079,49,Pomeranian,small,low,bold,6,0.4186747512548909,21,0.460199076497452
Dachshund,small,high,stubborn,12,0.30372670149723624,6,Rottweiler,large,medium,protective,4,0.4603866527397701,83,0.2476678641198547
Rottweiler,large,low,protective,11,0.39360868957356626,66,Shih Tzu,small,low,calm,6,0.6057839567921827,15,0.32369916727681464
Shih Tzu,small,low,calm,10,0.5528198497623653,16,Beagle,medium,high,friendly,10,0.6387982789172333,58,0.5576117338617769
Labrador,large,high,friendly,2,1.0,91,Border Collie,medium,high,intelligent,6,0.6597776768639254,46,0.9360786990335486
Labrador,large,high,friendly,3,0.9528118727239504,65,Boxer,large,high,playful,7,0.7960930067966073,76,0.9770883829685301
Husky,large,high,energetic,4,0.7416735671313994,62,Bulldog,medium,low,calm,14,0.8129715827255276,39,0.38237581180574287
Border Collie,medium,high,intelligent,3,0.7006925373699718,26,Corgi,small,high,friendly,3,0.7926345373860839,15,0.9892231292850783
Shih Tzu,small,low,calm,2,0.6407479812833878,10,Shih Tzu,small,low,calm,7,0.5683720434239947,14,0.9714047800444756
Dachshund,small,medium,stubborn,12,0.5465774778473526,19,Pomeranian,small,medium,bold,1,0.4572605823889496,8,0.7494751355306304
Corgi,small,medium,friendly,8,0.7268000436977551,12,Labrador,large,high,friendly,13,0.9424636946809363,79,0.7984976074780877
Labrador,large,high,friendly,8,1.0,95,Chihuahua,small,medium,nervous,5,0.4612659451830685,24,0.5449178983324544
Rottweiler,large,medium,protective,6,0.6058799161280493,91,Dachshund,small,medium,stubborn,2,0.647143677150571,5,0.5180539076214951
Poodle,medium,medium,intelligent,14,0.7748167758179643,53,Corgi,small,medium,friendly,8,0.6024053352697835,13,0.789963915315506
Dachshund,small,medium,stubborn,7,0.48424091698173966,11,Dachshund,small,medium,stubborn,5,0.35126037824049616,21,0.785403076533279
Labrador,large,high,friendly,9,0.9598767546332964,99,Corgi,small,medium,friendly,7,0.7405732889902551,8,0.900233836538116
Boxer,large,high,playful,3,0.7283453790917072,84,Corgi,small,medium,friendly,8,0.5696741175703961,14,0.3627368137345964
Poodle,medium,medium,intelligent,11,0.6114661280665127,48,Pomeranian,small,medium,bold,5,0.570397319159382,21,0.8455068486195736
Shih Tzu,small,low,calm,14,0.5459639843813018,10,Dachshund,small,medium,stubborn,5,0.5365995814577267,18,0.6519896440147457
Labrador,large,high,friendly,4,0.9352819932877002,72,Pomeranian,small,medium,bold,3,0.4113029604438646,20,0.5605043771195565
Rottweiler,large,medium,protective,10,0.43413308118262783,77,Husky,large,high,energetic,10,0.8372384885769203,89,0.9425467820587194
Border Collie,medium,medium,intelligent,7,0.7476567663035711,53,German Shepherd,large,high,protective,6,0.5055037697124409,94,0.829123640102824
Dachshund,small,medium,stubborn,7,0.5422925149756102,7,Poodle,medium,medium,intelligent,8,0.6110905456204553,36,0.8681927663987814
Pomeranian,small,medium,bold,4,0.37510653280904094,14,Golden Retriever,large,high,friendly,4,0.6144373913455943,78,0.3483220473965648
Poodle,medium,medium,intelligent,8,0.8568114229401935,53,Pomeranian,small,medium,bold,4,0.4389820701129206,23,0.7150148878236853
Husky,large,high,energetic,3,0.6212785905371,95,Shih Tzu,small,low,calm,2,0.6364669422940156,18,0.35418747931601735
German Shepherd,large,high,protective,7,0.6729560795893964,66,Shih Tzu,small,low,calm,4,0.6992772997016539,6,0.19072214345578956
Shih Tzu,small,high,calm,4,0.48616881864129735,13,Boxer,large,high,playful,8,0.9428875053446311,74,0.5096513916432246
Pomeranian,small,medium,bold,11,0.4894373627058501,21,Husky,large,low,energetic,4,0.743841322624085,84,0.3008067082060336
Chihuahua,small,medium,nervous,8,0.3926728572206663,19,German Shepherd,large,high,protective,10,0.40369799862924216,83,0.33015249361304083
Husky,large,high,energetic,5,0.6597227346545379,81,German Shepherd,large,high,protective,11,0.6773525347218193,91,0.9573702137630067
Chihuahua,small,medium,nervous,6,0.22209783907428848,19,Pomeranian,small,medium,bold,12,0.5607038714000169,14,0.8299211043546209
Chihuahua,small,medium,nervous,7,0.5322714894605987,10,Beagle,medium,high,friendly,6,0.870260758832346,35,0.7987906561683833
Beagle,medium,medium,friendly,9,0.7722951235826059,29,Border Collie,medium,medium,intelligent,4,0.6103276312811223,48,0.9102067734719597
German Shepherd,large,medium,protective,3,0.6243099256627069,71,Border Collie,medium,high,intelligent,8,0.72434043917287,47,0.6454095491138094
Dachshund,small,low,stubborn,8,0.4065286611861206,17,Pomeranian,small,medium,bold,10,0.6302726275536319,13,0.7685352902063091
German Shepherd,large,high,protective,9,0.599610077582196,71,Beagle,medium,high,friendly,5,0.8228649615402943,43,0.7139932148849961
Border Collie,medium,high,intelligent,11,0.8578683649245183,29,German Shepherd,large,medium,protective,7,0.6235310253621282,74,0.6637116877744443
Corgi,small,medium,friendly,5,0.7571334599868943,10,Golden Retriever,large,high,friendly,6,0.9249893025684219,97,0.9608607428044826
Beagle,medium,high,friendly,13,0.7749081105537515,45,Dachshund,small,medium,stubborn,3,0.4547042993520236,24,0.5846236117555559
Corgi,small,medium,friendly,9,0.787262286260359,24,Corgi,small,medium,friendly,1,0.62377445968912,24,0.9990731050364435
Dachshund,small,low,stubborn,2,0.5546088130424291,8,German Shepherd,large,high,protective,14,0.5829525911991754,67,0.03462018991706204
Husky,large,high,energetic,3,0.5654535471745405,60,Dachshund,small,medium,stubborn,1,0.5698858108962049,17,0.4785912427908541
Rottweiler,large,medium,protective,5,0.39392004255242735,93,Boxer,large,high,playful,8,0.8996412381865141,80,0.8239785298184474
Dachshund,small,medium,stubborn,9,0.45756020439599177,15,Border Collie,medium,high,intelligent,8,0.773231663888472,25,0.81443965748524
Bulldog,medium,medium,calm,9,0.6348863708015955,41,Bulldog,medium,low,calm,9,0.6639932085930963,58,0.9210576618554581
Boxer,large,medium,playful,4,0.9304116475127455,71,Labrador,large,high,friendly,3,0.8174891080830444,79,0.9932578057454764
Dachshund,small,medium,stubborn,3,0.5096292836373223,24,Golden Retriever,large,high,friendly,10,0.927727348524388,70,0.41893103092104966
Shih Tzu,small,low,calm,11,0.6818038808878651,7,Pomeranian,small,medium,bold,12,0.3885549703520367,9,0.9349026660480114
Chihuahua,small,medium,nervous,4,0.6390951734429084,14,Boxer,large,high,playful,8,0.7311062543365164,76,0.3646790948741846
Boxer,large,high,playful,8,0.676699421123981,98,Golden Retriever,large,high,friendly,6,0.8781862885300379,96,1.0
Border Collie,medium,high,intelligent,11,0.7431152596051718,39,Husky,large,medium,energetic,4,0.713209301376259,68,0.6513486995759425
Beagle,medium,high,friendly,11,0.7548252868440184,37,Dachshund,small,medium,stubborn,3,0.5059931806241418,16,0.6975243205124454
Husky,large,low,energetic,14,0.849437856717803,85,Golden Retriever,large,high,friendly,8,1.0,94,0.5975655656117675
Bulldog,medium,low,calm,3,0.8122874587900261,27,Pomeranian,small,medium,bold,2,0.5114446775206196,7,0.7977794738498797
Pomeranian,small,medium,bold,14,0.5057583253514281,11,Dachshund,small,medium,stubborn,10,0.3421968692207358,24,0.7745868310189364
Poodle,medium,high,intelligent,10,0.6606583834099058,45,Shih Tzu,small,low,calm,12,0.5939446922464896,20,0.48856905562143366
Boxer,large,medium,playful,8,0.7575891929031039,67,Golden Retriever,large,medium,friendly,10,0.9526137113644517,81,0.9431372407027674
Boxer,large,high,playful,8,0.8224883303917871,61,German Shepherd,large,high,protective,11,0.514425546497997,81,0.9415904145296856
Pomeranian,small,high,bold,10,0.41317056260740986,17,Rottweiler,large,medium,protective,6,0.6780540938023125,71,0.45632472011142955
Border Collie,medium,medium,intelligent,9,0.7189404573038287,31,Pomeranian,small,medium,bold,7,0.5987498758881217,7,0.7799427512497494
Beagle,medium,high,friendly,12,0.6988782865537791,29,Rottweiler,large,medium,protective,2,0.3234595990545895,95,0.47393531591404126
Poodle,medium,medium,intelligent,1,0.6976926202209893,30,Labrador,large,high,friendly,10,1.0,96,0.6879081640185033
Bulldog,medium,medium,calm,10,0.6559476964527721,35,Pomeranian,small,medium,bold,1,0.5084678532243273,20,0.7359544437988885
Dachshund,small,low,stubborn,3,0.6516564045378578,21,Border Collie,medium,medium,intelligent,9,0.8434064906778136,42,0.7132540607052115
Pomeranian,small,medium,bold,12,0.6928080092242932,9,Labrador,large,high,friendly,9,0.8571195784873744,95,0.4270298511129942
Husky,large,high,energetic,9,0.7044072344873954,74,Border Collie,medium,high,intelligent,3,0.7062952528823018,54,0.8440019977733356
Rottweiler,large,medium,protective,6,0.3761810302655092,99,Rottweiler,large,medium,protective,13,0.6183616042453218,99,0.695342654655882
Boxer,large,high,playful,9,0.8841122369276967,86,Border Collie,medium,high,intelligent,14,0.7129245957241882,58,0.8578644992989195
Chihuahua,small,low,nervous,11,0.38323468795239657,17,Border Collie,medium,high,intelligent,4,0.8695624468787693,27,0.3762011939272696
Rottweiler,large,high,protective,13,0.4258761361600861,61,Dachshund,small,low,stubborn,5,0.5396247398094116,8,0.06277472101141712
Poodle,medium,medium,intelligent,11,0.7748160087282238,50,Bulldog,medium,low,calm,10,0.8461608785041121,52,1.0
Shih Tzu,small,low,calm,12,0.35641893241353084,18,Rottweiler,large,medium,protective,4,0.4234051619145522,75,0.31245516969462045
Pomeranian,small,medium,bold,12,0.5485949487638508,22,Husky,large,low,energetic,13,0.6223344333279915,87,0.640544425968611
Poodle,medium,medium,intelligent,10,0.7936994102627082,32,Border Collie,medium,high,intelligent,10,0.4791775149178015,40,0.9304964342925688
Pomeranian,small,medium,bold,8,0.38575454873705894,14,Rottweiler,large,medium,protective,1,0.5378357947908045,99,0.3331954467287197
Golden Retriever,large,high,friendly,11,0.9875741104838377,72,Husky,large,medium,energetic,5,0.7327807499726265,69,0.8283791611058813
Border Collie,medium,high,intelligent,9,0.6722342957904731,29,Husky,large,high,energetic,5,0.5829259485490197,87,0.8179383409535155
Beagle,medium,high,friendly,13,0.8644082628284042,34,Husky,large,medium,energetic,9,0.7327476461315009,69,0.5870343622248381
Pomeranian,small,low,bold,8,0.37821396715449596,15,Rottweiler,large,medium,protective,8,0.3566679889728425,89,0.41851559183087633
Corgi,small,medium,friendly,9,0.8080082645106048,14,Corgi,small,medium,friendly,8,0.7080593403247291,17,0.9817615643009369
Beagle,medium,high,friendly,4,0.8647074061193241,59,Shih Tzu,small,low,calm,1,0.602984999903404,21,0.4863582591578033
Border Collie,medium,high,intelligent,8,0.5658688140569769,33,Corgi,small,medium,friendly,7,0.6766920182158211,24,0.7953145113336665
Golden Retriever,large,high,friendly,10,1.0,66,Boxer,large,medium,playful,6,0.9355297605785909,84,0.9943521944887442
Dachshund,small,medium,stubborn,2,0.7525566148975416,19,Pomeranian,small,medium,bold,9,0.5434202192212375,16,0.9325232468523975
Golden Retriever,large,high,friendly,13,0.7430523470341632,96,Pomeranian,small,low,bold,3,0.47750158371407153,12,0.1417932706769829
Husky,large,medium,energetic,1,0.7561038987644242,87,Corgi,small,medium,friendly,3,0.6764802260390644,22,0.5424378639168497
German Shepherd,large,high,protective,14,0.6331944655460576,68,Golden Retriever,large,high,friendly,8,0.9565971652352233,61,0.8516491351620624
Bulldog,medium,low,calm,13,0.7903372530867846,57,Border Collie,medium,high,intelligent,12,0.718907566010344,39,0.6209719815562096
Boxer,large,high,playful,11,0.9464883623370275,98,Beagle,medium,high,friendly,5,0.4794633131823433,32,0.8265455014552624
Husky,large,high,energetic,9,0.762091138127333,63,Golden Retriever,large,high,friendly,10,0.9348367060056194,80,0.9487613537295315
Boxer,large,high,playful,5,0.5851336607477665,68,Boxer,large,high,playful,13,0.7733805708084859,85,1.0
Boxer,large,low,playful,7,0.8645307950488793,62,Bulldog,medium,low,calm,3,0.8070034791238356,42,0.9980007213328239
